"Site","Compound","mu","mu_sem","TG","TG_sem","initial_conc_ug_g","production_rate_ug_g_yr","production_rate_ug_g_yr_sem","production_rate_ng_g_yr","production_rate_ng_g_yr_sem","new_biomass_ug_g","new_biomass_ug_g_sem","new_biomass_ng_g","new_biomass_ng_g_sem","percent_increase","percent_increase_sem"
"Beryl","BP-0",0.0326879530974447,0.0141883304580327,21.2049735415868,9.20409947557693,0.780051694078824,0.0254982931896309,0.0110676312099386,25.4982931896309,11.0676312099386,0.000978630092504954,0.000425044462244441,0.978630092504954,0.425044462244441,0.125457081874636,0.0544892685280792
"Beryl","BP-1",0.034563861868156,0.0105639143285126,20.0541011072188,6.12922846527077,0.798065041774634,0.0275842098657026,0.00843069072988807,27.5842098657026,8.43069072988807,0.00105872612922326,0.000323797946049873,1.05872612922326,0.323797946049873,0.132661634554121,0.0405728767833073
"Beryl","BP-2",0.0670121647730518,0.011778955396911,10.3436022833676,1.81813004178861,0.667652618105549,0.0447408472556485,0.00786425040929612,44.7408472556485,7.86425040929612,0.00171829463778251,0.000302418799322483,1.71829463778251,0.302418799322483,0.257363573688685,0.0452958306642443
"Beryl","Wt. Average",0.0435589479117843,0.00711636841594999,15.9128540469735,2.59973524100815,NA,0.0319602385157878,0.00540558353685425,31.9602385157878,5.40558353685426,0.00122699077837892,0.000207653346745945,1.22699077837892,0.207653346745945,0.167232260645555,0.0273391736577221
