"Ft_minus_F0_ppm","F0_ppm","Ft_ppm","FL_ppm","t_days","alpha","mu_day","mu_day_sem","mu_sigma_ratio","mu_year","mu_year_sem","T_G_years","T_G_years_sem"
1.49361893618936,95,96.4936189361894,3700,14,0.66,4.54712521667085e-05,2.27258534451974e-05,2.0008600458663,0.0165970070408486,0.00829493650749706,41.7633841363066,20.8727163214579
