"Ft_minus_F0_ppm","F0_ppm","Ft_ppm","FL_ppm","t_days","alpha","mu_day","mu_day_sem","mu_sigma_ratio","mu_year","mu_year_sem","T_G_years","T_G_years_sem"
15.6,95,110.6,3700,14,0.66,0.00047635509752082,7.91822700625176e-05,6.01593130816683,0.173869610595099,0.0289015285728189,3.98659189600487,0.662672442850691
15.7,95,110.7,3700,14,0.66,0.000479418926265519,7.96599045673782e-05,6.01832162452587,0.174987908086914,0.029075865167093,3.96111473151429,0.658175979723642
15.8,95,110.8,3700,14,0.66,0.000482482886434514,8.01377775722235e-05,6.02066716910986,0.176106253548598,0.0292502888138616,3.93596006156969,0.653741512529351
15.9,95,110.9,3700,14,0.66,0.000485546978039067,8.06158856199559e-05,6.02296897571851,0.177224646984259,0.0294247982512839,3.91112180136834,0.649367748221178
16,95,111,3700,14,0.66,0.000488611201090453,8.10942253331467e-05,6.02522804901542,0.178343088398015,0.0295993922465986,3.8865940182275,0.645053429780572
16.1,95,111.1,3700,14,0.66,0.000491675555599967,8.15727934117916e-05,6.02744536548989,0.179461577793988,0.0297740695953039,3.86237092686012,0.640797334966171
16.2,95,111.2,3700,14,0.66,0.000494740041578882,8.205158663115e-05,6.02962187438139,0.180580115176292,0.0299488291203698,3.83844688482593,0.636598275114845
16.3,95,111.3,3700,14,0.66,0.000497804659038485,8.25306018396511e-05,6.03175849857089,0.181698700549047,0.0301236696714726,3.81481638814934,0.632455093991776
16.4,95,111.4,3700,14,0.66,0.000500869407990045,8.30098359568607e-05,6.03385613543848,0.182817333916367,0.0302985901242541,3.79147406709825,0.628366666687641
16.5,95,111.5,3700,14,0.66,0.000503934288444846,8.34892859715362e-05,6.03591565768871,0.183936015282369,0.0304735893796107,3.76841468211575,0.624331898560486
16.6,95,111.6,3700,14,0.66,0.000506999300414188,8.39689489397223e-05,6.03793791414658,0.185054744651178,0.0306486663629986,3.74563311989921,0.620349724220149
16.7,95,111.7,3700,14,0.66,0.000510064443909351,8.44488219829106e-05,6.03992373052367,0.186173522026913,0.0308238200237624,3.72312438962048,0.616419106553467
