"label_panel","FL_ppm","alpha_label","alpha","deltaH_permil","deltaH_ppm","generation_time_years","mu_day","detectable_fraction","incubation_time_days","TG_error_years"
"1 at% ²H",10000,"0.76",0.76,1000,155.687242910821,4.13072907165968,0.000459733218628667,0.0207444694085038,45.5974417765178,NA
"1 at% ²H",10000,"0.76",0.76,1000,155.687242910821,4.22710860102434,0.000449251143189679,0.0207444694085038,46.6613362857957,NA
"1 at% ²H",10000,"0.76",0.76,1000,155.687242910821,4.32573688926895,0.000439008062674392,0.0207444694085038,47.7500539316964,NA
"1 at% ²H",10000,"0.76",0.76,1000,155.687242910821,4.42666640517534,0.000428998527916379,0.0207444694085038,48.8641738958084,NA
"1 at% ²H",10000,"0.76",0.76,1000,155.687242910821,4.52995084174424,0.000419217213992083,0.0207444694085038,50.0042888733754,NA
"1 at% ²H",10000,"0.76",0.76,1000,155.687242910821,4.63564514475911,0.000409658917388033,0.0207444694085038,51.1710053886016,NA
"1 at% ²H",10000,"0.76",0.76,1000,155.687242910821,4.74380554201652,0.000400318553232657,0.0207444694085038,52.3649441173133,NA
"1 at% ²H",10000,"0.76",0.76,1000,155.687242910821,4.85448957323847,0.000391191152591198,0.0207444694085038,53.5867402171493,NA
"1 at% ²H",10000,"0.76",0.76,1000,155.687242910821,4.96775612068269,0.000382271859822325,0.0207444694085038,54.8370436654556,NA
"1 at% ²H",10000,"0.76",0.76,1000,155.687242910821,5.08366544046711,0.000373555929994996,0.0207444694085038,56.116519605063,NA
"1 at% ²H",10000,"0.76",0.76,1000,155.687242910821,5.20227919462521,0.000365038726364228,0.0207444694085038,57.4258486981341,NA
"1 at% ²H",10000,"0.76",0.76,1000,155.687242910821,5.32366048390935,0.000356715717904419,0.0207444694085038,58.7657274882646,NA
"1 at% ²H",10000,"0.76",0.76,1000,155.687242910821,5.44787388135937,0.000348582476898907,0.0207444694085038,60.1368687710346,NA
"1 at% ²H",10000,"0.76",0.76,1000,155.687242910821,5.57498546665452,0.000340634676584493,0.0207444694085038,61.5400019732051,NA
"1 at% ²H",10000,"0.76",0.76,1000,155.687242910821,5.70506286126687,0.000332868088849666,0.0207444694085038,62.9758735407621,NA
"1 at% ²H",10000,"0.76",0.76,1000,155.687242910821,5.8381752644349,0.000325278581985312,0.0207444694085038,64.4452473360152,NA
"1 at% ²H",10000,"0.76",0.76,1000,155.687242910821,5.97439348997651,0.000317862118486705,0.0207444694085038,65.9489050439603,NA
"1 at% ²H",10000,"0.76",0.76,1000,155.687242910821,6.11379000396087,0.000310614752905613,0.0207444694085038,67.487646588125,NA
"1 at% ²H",10000,"0.76",0.76,1000,155.687242910821,6.25643896325932,0.000303532629751382,0.0207444694085038,69.0622905561154,NA
"1 at% ²H",10000,"0.76",0.76,1000,155.687242910821,6.4024162549957,0.00029661198143987,0.0207444694085038,70.6736746350933,NA
"1 at% ²H",10000,"0.76",0.76,1000,155.687242910821,6.55179953691721,0.00028984912628915,0.0207444694085038,72.3226560574127,NA
"1 at% ²H",10000,"0.76",0.76,1000,155.687242910821,6.70466827870713,0.000283240466560905,0.0207444694085038,74.0101120566546,NA
"1 at% ²H",10000,"0.76",0.76,1000,155.687242910821,6.86110380426153,0.000276782486546493,0.0207444694085038,75.7369403343029,NA
"1 at% ²H",10000,"0.76",0.76,1000,155.687242910821,7.02118933495239,0.000270471750696634,0.0207444694085038,77.5040595373075,NA
"1 at% ²H",10000,"0.76",0.76,1000,155.687242910821,7.18501003390009,0.000264304901793755,0.0207444694085038,79.3124097467913,NA
"1 at% ²H",10000,"0.76",0.76,1000,155.687242910821,7.35265305127896,0.000258278659165998,0.0207444694085038,81.1629529781587,NA
"1 at% ²H",10000,"0.76",0.76,1000,155.687242910821,7.52420757067985,0.000252389816941948,0.0207444694085038,83.0566736928745,NA
"1 at% ²H",10000,"0.76",0.76,1000,155.687242910821,7.69976485655451,0.000246635242345166,0.0207444694085038,84.994579322182,NA
"1 at% ²H",10000,"0.76",0.76,1000,155.687242910821,7.87941830276687,0.000241011874027587,0.0207444694085038,86.9777008030414,NA
"1 at% ²H",10000,"0.76",0.76,1000,155.687242910821,8.06326348227723,0.000235516720440938,0.0207444694085038,89.0070931265735,NA
"1 at% ²H",10000,"0.76",0.76,1000,155.687242910821,8.25139819798562,0.000230146858245274,0.0207444694085038,91.0838358992988,NA
"1 at% ²H",10000,"0.76",0.76,1000,155.687242910821,8.44392253476153,0.000224899430753807,0.0207444694085038,93.209033917472,NA
"1 at% ²H",10000,"0.76",0.76,1000,155.687242910821,8.64093891268751,0.000219771646413187,0.0207444694085038,95.383817754818,NA
"1 at% ²H",10000,"0.76",0.76,1000,155.687242910821,8.84255214154518,0.000214760777318443,0.0207444694085038,97.609344363979,NA
"1 at% ²H",10000,"0.76",0.76,1000,155.687242910821,9.04886947657247,0.000209864157761774,0.0207444694085038,99.8867976919972,NA
"1 at% ²H",10000,"0.76",0.76,1000,155.687242910821,9.26000067552178,0.000205079182814434,0.0207444694085038,102.217389310157,NA
"1 at% ²H",10000,"0.76",0.76,1000,155.687242910821,9.4760580570495,0.000200403306940946,0.0207444694085038,104.602359058521,NA
"1 at% ²H",10000,"0.76",0.76,1000,155.687242910821,9.69715656046784,0.000195834042644919,0.0207444694085038,107.04297570551,NA
"1 at% ²H",10000,"0.76",0.76,1000,155.687242910821,9.92341380689087,0.000191368959145734,0.0207444694085038,109.540537622865,NA
"1 at% ²H",10000,"0.76",0.76,1000,155.687242910821,10.1549501618072,0.000187005681085407,0.0207444694085038,112.096373476365,NA
"1 at% ²H",10000,"0.76",0.76,1000,155.687242910821,10.3918887991125,0.000182741887264931,0.0207444694085038,114.711842932655,NA
"1 at% ²H",10000,"0.76",0.76,1000,155.687242910821,10.6343557666364,0.000178575309409435,0.0207444694085038,117.388337382571,NA
"1 at% ²H",10000,"0.76",0.76,1000,155.687242910821,10.882480053198,0.000174503730961496,0.0207444694085038,120.127280681335,NA
"1 at% ²H",10000,"0.76",0.76,1000,155.687242910821,11.1363936572258,0.00017052498590196,0.0207444694085038,122.930129906029,NA
"1 at% ²H",10000,"0.76",0.76,1000,155.687242910821,11.3962316569791,0.000166636957597657,0.0207444694085038,125.798376130737,NA
"1 at% ²H",10000,"0.76",0.76,1000,155.687242910821,11.6621322824077,0.000162837577675379,0.0207444694085038,128.733545219773,NA
"1 at% ²H",10000,"0.76",0.76,1000,155.687242910821,11.9342369886878,0.000159124824921539,0.0207444694085038,131.73719863942,NA
"1 at% ²H",10000,"0.76",0.76,1000,155.687242910821,12.2126905314746,0.000155496724206915,0.0207444694085038,134.810934288605,NA
"1 at% ²H",10000,"0.76",0.76,1000,155.687242910821,12.4976410439097,0.000151951345435909,0.0207444694085038,137.956387348959,NA
"1 at% ²H",10000,"0.76",0.76,1000,155.687242910821,12.7892401154257,0.000148486802519767,0.0207444694085038,141.175231154709,NA
"1 at% ²H",10000,"0.76",0.76,1000,155.687242910821,13.0876428723902,0.000145101252373209,0.0207444694085038,144.469178082865,NA
