"Site","Type","Incubation_days","Time_Point","Delta_D_ppm_wt_mean_mean","Delta_D_ppm_wt_mean_sem","mu_year_wt","mu_year_wt_sem","T_G_years_wt","T_G_years_wt_sem","mu_year_BP0","mu_year_BP0_sem","T_G_years_BP0","T_G_years_BP0_sem","mu_year_BP1","mu_year_BP1_sem","T_G_years_BP1","T_G_years_BP1_sem","mu_year_BP2","mu_year_BP2_sem","T_G_years_BP2","T_G_years_BP2_sem"
"Beryl","Experimental",NA,"Integrated_3_14_days",2.42709965055224,0.34647234817209,0.0445947422343714,0.00827226182377189,15.5432489533643,2.88325077110092,0.0326879530974447,0.0141883304580327,21.2049735415868,9.20409947557693,0.034563861868156,0.0105639143285126,20.0541011072188,6.12922846527077,0.0670121647730518,0.011778955396911,10.3436022833676,1.81813004178861
