"","ID","ID_Fraction","Fraction","GDGT0_RelAbund","GDGT1_RelAbund","GDGT2_RelAbund","GDGT3_RelAbund","GDGT4_RelAbund","Cren_RelAbund","GDGT5_RelAbund","GDGT6_RelAbund","GDGT7_RelAbund","GDGT8_RelAbund","Total_GDGT_ng","Total_GDGT_ug","GDGT0_ug","GDGT1_ug","GDGT2_ug","GDGT3_ug","GDGT4_ug","Cren_ug","GDGT5_ug","GDGT6_ug","GDGT7_ug","GDGT8_ug","RI_GDGT","GDGT_ug_sediment_g","BP0_RelAbund","BP1_RelAbund","BP2_RelAbund","BP3_RelAbund","BP4_RelAbund","BP0_ug","BP1_ug","BP2_ug","BP3_ug","BP4_ug","Total_BP_ug","RI_BP","BP_ug_sediment_g","BP_CL_IPL_Total_ug","BP_IPL_Percent","BP_CL_percent","Water_d2H_permil","BP0_d2H_mean","BP1_d2H_mean","BP2_d2H_mean","BP3_d2H_mean","BP4_d2H_mean","BP0_d2H_sem","BP1_d2H_sem","BP2_d2H_sem","BP3_d2H_sem","BP4_d2H_sem","BP0_eps_LW_mean","BP0_eps_LW_sem","BP1_eps_LW_mean","BP1_eps_LW_sem","BP2_eps_LW_mean","BP2_eps_LW_sem","BP3_eps_LW_mean","BP3_eps_LW_sem","BP4_eps_LW_mean","BP4_eps_LW_sem","RingDiff_BP1","RingDiff_BP2","RingDiff_BP3","RingDiff_BP4","RingDiff_all","RingDiffAll_BPs","RingDiff_BP1_sem","RingDiff_BP2_sem","RingDiff_BP3_sem","RingDiff_BP4_sem","RingDiff_all_sem","Region","Site","Sample_Code","Type","Sediment_Mass_g","Tracer_Water","TimePoint","StartTime","EndTime","Incubation_days","Tracer_Water_d2H","Tracer_Water_d2H_sem","Water_Percent","Mass_dry_sed_extracted_g","Total_BP_Abund_in_d2H","d2H_wt_mean","d2H_wt_mean_sem","BP0_F2H_mean","BP0_F2H_mean_sem","BP0_D_ppm_mean","BP0_D_ppm_mean_sem","BP1_F2H_mean","BP1_F2H_mean_sem","BP1_D_ppm_mean","BP1_D_ppm_mean_sem","BP2_F2H_mean","BP2_F2H_mean_sem","BP2_D_ppm_mean","BP2_D_ppm_mean_sem","BP3_F2H_mean","BP3_F2H_mean_sem","BP3_D_ppm_mean","BP3_D_ppm_mean_sem","BP4_F2H_mean","BP4_F2H_mean_sem","BP4_D_ppm_mean","BP4_D_ppm_mean_sem","F2H_wt_mean","F2H_wt_mean_sem","D_ppm_wt_mean","D_ppm_wt_mean_sem","Tracer_Water_F2H","Tracer_Water_F2H_sem","Tracer_Water_D_ppm","Tracer_Water_D_ppm_sem"
"11","E01","E01_IPL","IPL",0.0712797307346049,0.105646916549895,0.253116431150201,0.246386236159184,0.302807875520894,0.000186138755953711,0.0170768531962692,0.00323411376325819,0.000259912276619257,5.79189312093461e-06,1922.34640831417,1.92234640831417,0.00137024334363269,0.00203089970579157,0.00486577462306889,0.00473639696138653,0.00582101631916835,3.57823168955684e-06,0.000328276274071565,6.2170869768788e-05,4.99641431435788e-06,1.11340249383682e-07,2.66966921407744,0.191613812080277,22.4168126094571,35.4640980735552,41.199649737303,0.919439579684764,0,0.472099879178413,0.746876761981474,0.867667942005638,0.0193634716069271,0,2.10600805477245,1.20621716287215,0.209920662530646,8.08901762807661,26.0353994960104,73.9646005039896,-68.45286242,-320.8394766,-309.2843977,-302.2482163,NA,NA,9.286442154,6.614516351,5.540091261,NA,NA,-270.9327354,9.970066433,-258.5285549,7.102355016,-250.9753339,5.949367501,NA,NA,NA,NA,12.40418051,8.765960867,NA,NA,9.978700749,"0,1,2",12.24114666,7.426904112,NA,NA,6.415963513,"ETAT","ETAT-3","ETAT3_Exp_t0_R1","Experimental",20.2,"Spiked",0,"2/28/23 16:28","2/28/23 16:28",0,22096.89688,700,NA,10.0324,99.0805604203153,-308.972932255634,3.91491930480157,0.000105774853621557,1.44615024869848e-06,105.774853621557,1.44615024869848,0.000107574288741642,1.03005541610902e-06,107.574288741642,1.03005541610902,0.000108670007375167,8.62737076955272e-07,108.670007375167,0.862737076955272,NA,NA,NA,NA,NA,NA,NA,NA,0.000107622792159777,6.09656583840885e-07,107.622792159777,0.609656583840885,0.00358467652377897,0.000108251712149446,3584.67652377898,108.251712149446
"12","E02","E02_IPL","IPL",0.0522727404890637,0.0962560218920566,0.232577092645145,0.258449271961703,0.346599847742677,0.000453702799641111,0.0117590799759762,0.00160445458341574,1.8234387121366e-05,9.55352320026427e-06,515.877530655627,0.515877530655627,0.000269663322841006,0.000496563188844081,0.00119981296240842,0.00133328172219348,0.00178803073579108,2.34055079930401e-06,6.06624514078862e-05,8.27702068541616e-06,9.40671060118905e-08,4.92844795761357e-08,2.79359842151256,0.0454213505190909,19.6467991169978,35.3200883002207,44.1501103752759,0.883002207505519,0,0.0975888409961686,0.17544061302682,0.219300766283525,0.0043860153256705,0,0.496716235632184,1.26269315673289,0.0437342603747432,9.72682238721256,5.10666501205158,94.8933349879484,-68.45286242,-306.9846305,-302.5927028,-300.1841028,NA,NA,15.36678833,8.696519072,6.991268248,NA,NA,-256.059794,16.496759,-251.3451343,9.336948835,-248.7595432,7.506740408,NA,NA,NA,NA,4.714659678,3.117858255,NA,NA,3.650125396,"0,1,2",18.955782,10.86305636,NA,NA,9.611021713,"ETAT","ETAT-3","ETAT3_Exp_t0_R2","Experimental",20.1,"Spiked",0,"2/28/23 16:28","2/28/23 16:28",0,24260.20122,700,35,11.3576,99.1169977924944,-302.39039002784,5.34598991473737,0.000107932423287839,2.39301429897266e-06,107.932423287839,2.39301429897266,0.000108616361816276,1.35427556974596e-06,108.616361816276,1.35427556974596,0.000108991443718203,1.08872258061185e-06,108.991443718203,1.08872258061185,NA,NA,NA,NA,NA,NA,NA,NA,0.000108647867207557,8.32510458661941e-07,108.647867207557,0.832510458661941,0.0039191090938704,0.000108179058062409,3919.1090938704,108.179058062409
"13","E04","E04_IPL","IPL",0.0554585632109905,0.0878380261415277,0.249003062227553,0.283564771751894,0.307351808775273,8.12914940099407e-05,0.0146303631770952,0.00189658380329599,0.00017383214914262,1.69726921870946e-06,1373.21029538467,1.37321029538467,0.000761562699685736,0.00120620081823813,0.00341933568633185,0.00389394063978104,0.00422058668115305,1.11630316501652e-06,0.000200905653400039,2.60440840474586e-05,2.38708096871489e-06,2.33070756517132e-08,2.75203258883245,0.119373259910868,20.822162645219,35.2100089365505,43.43163538874,0.536193029490617,0,0.204075554705432,0.345089135424637,0.425668324407039,0.00525516449885233,0,0.98008817903596,1.23681858802502,0.085199128876947,11.6445641518442,8.41670127156059,91.5832987284394,-68.45286242,-319.3338407,-311.3087934,-305.3749668,NA,NA,4.724982886,4.071059053,4.002723712,NA,NA,-269.3164609,5.074614103,-260.7017092,4.373094086,-254.3318473,4.299837121,NA,NA,NA,NA,8.614751691,6.931084328,NA,NA,7.492306783,"0,1,2",6.698929778,4.523628486,NA,NA,3.752458733,"ETAT","ETAT-3","ETAT3_Exp_t1_R1","Experimental",20.9,"Spiked",1,"2/28/23 16:28","3/3/23 16:14",3,23896.35425,700,34,11.5035,99.4638069705095,-310.397738856694,2.47188062591463,0.000106009321804802,7.35807304646209e-07,106.009321804802,0.735807304646209,0.000107259036604989,6.33972137730097e-07,107.259036604989,0.633972137730097,0.000108183090323933,6.23329356100341e-07,108.183090323933,0.623329356100341,NA,NA,NA,NA,NA,NA,NA,NA,0.000107400912000785,3.84937427708247e-07,107.400912000785,0.384937427708247,0.00386287645879401,0.000108191272663172,3862.87645879401,108.191272663172
"14","E05","E05_IPL","IPL",0.0436044473804633,0.0745726273177287,0.240999485020355,0.273541815410013,0.34471820087441,0,0.0194469208587524,0.00297077844152618,0.000143449603376966,2.27509337477492e-06,1668.5605033334,1.6685605033334,0.000727566586687206,0.00124428940572163,0.00402122222028653,0.00456421069203264,0.00575183174759189,0,0.000324483640563647,4.95692357168494e-05,2.39354342413647e-06,3.79613094654492e-08,2.87215146999967,0.144144623460849,15.4853188703946,31.3072751075369,51.3933046568169,1.7205909855994,0.0935103796521414,0.798696439856751,1.61475584579735,2.65074615546661,0.0887440488729724,0.00482304613440067,5.15776553612808,1.39629698896578,0.445572198082871,17.2836359064984,29.8419011140406,70.1580988859594,-68.45286242,-308.2709611,-301.8357173,-297.3648094,NA,NA,4.318134111,3.771454027,3.77684973,NA,NA,-257.4406479,4.638184196,-250.5325233,4.051788041,-245.7330797,4.057616667,NA,NA,NA,NA,6.908124662,5.326613841,NA,NA,5.853784115,"0,1,2",6.158712444,4.208866979,NA,NA,3.476715947,"ETAT","ETAT-3","ETAT3_Exp_t1_R2","Experimental",20.8,"Spiked",1,"2/28/23 16:28","3/3/23 16:14",3,22524.27393,700,37,11.5756,98.1858986347484,-300.510446244229,2.41207790368175,0.000107732107641551,6.72447657305496e-07,107.732107641551,0.672447657305496,0.000108734244251759,5.87313936136853e-07,108.734244251759,0.587313936136853,0.000109430480947119,5.88153369000173e-07,109.430480947119,0.588153369000173,NA,NA,NA,NA,NA,NA,NA,NA,0.000108940623540487,3.75623399607025e-07,108.940623540487,0.375623399607025,0.00365076399364465,0.000108237352987462,3650.76399364465,108.237352987462
"15","E10","E10_IPL","IPL",0.0411017966442094,0.0841589486142544,0.229991329824879,0.305067669546935,0.337132644497096,7.26747686069413e-05,0.002235026386075,0.000172019959713005,3.1447677590561e-05,3.64420806407019e-05,365.97250472906,0.36597250472906,0.000150421274667458,0.00030799861219723,0.000841705030419784,0.00111646379135949,0.00123381278332534,2.65969670976872e-07,8.17958204647409e-06,6.29545755195603e-07,1.15089853357295e-07,1.33367995296161e-07,2.82088481604454,0.0318541652649543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ETAT","ETAT-3","ETAT3_Exp_tf_R1","Experimental",20.6,"Spiked",3,"2/28/23 16:28","3/14/23 16:14",14,24653.3886,700,NA,11.489,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00397986915934821,0.000108165860808575,3979.86915934821,108.165860808575
"16","E11","E11_IPL","IPL",0.0533617108078308,0.0817260233771221,0.255521107339585,0.277368520890093,0.32141559062555,0,0.00884119490153363,0.00175173084704275,1.09141962358799e-05,3.20701500769932e-06,698.835315854938,0.698835315854938,0.000372910480269503,0.000571130313603191,0.00178567173755262,0.00193834917904445,0.00224616565795508,0,6.17853923154831e-05,1.22417137978596e-05,7.62722577380392e-08,2.24117534585708e-08,2.76535457831241,0.0620905470280084,26.9230769230769,38.9140271493213,33.710407239819,0.452488687782805,0,0.104990558766859,0.15175105973025,0.131458766859345,0.0017645472061657,0,0.38996493256262,1.07692307692308,0.0346478425391707,0.38996493256262,NA,NA,-68.45286242,-321.5963846,-309.70827,-302.7964637,NA,NA,5.776071891,4.612248312,4.419977781,NA,NA,-271.7452633,6.202485899,-258.9835745,4.95372546,-251.5638681,4.747491065,NA,NA,NA,NA,12.7616888,8.755202028,NA,NA,10.09069762,"0,1,2",7.937898164,5.198258605,NA,NA,4.360145224,"ETAT","ETAT-3","ETAT3_Exp_tf_R2","Experimental",20.1,"Spiked",3,"2/28/23 16:28","3/14/23 16:14",14,23431.18505,700,32,11.2551,99.5475113122172,-310.582875678864,2.81626797760972,0.000105656982557125,8.99490852635138e-07,105.656982557125,0.899490852635138,0.000107508280591687,7.18249336666465e-07,107.508280591687,0.718249336666465,0.000108584630911598,6.88306235861208e-07,108.584630911598,0.688306235861208,NA,NA,NA,NA,NA,NA,NA,NA,0.000107372081282421,4.38567705167314e-07,107.372081282421,0.438567705167314,0.00379097520111329,0.000108206891736367,3790.97520111329,108.206891736367
"17","E13","E13_IPL","IPL",0.0682498351689207,0.101361859012938,0.228877548965101,0.273786252627223,0.313536323481625,0.000140500756156036,0.0121705668343397,0.00170940522079396,0.000159554828112521,8.15310479047063e-06,1263.81009835929,1.26381009835929,0.000862548308978391,0.00128102141009022,0.00289257757669818,0.00346013830862233,0.00396250371818523,1.77566274457115e-06,0.000153812852679952,2.1603635802275e-05,2.01647003010585e-06,1.03039761671783e-07,2.70747438590751,0.0951771735029779,16.7723190702588,32.6201796090861,49.0755414685684,1.47913365029054,0.0528262017960909,0.545528142589118,1.06098780487805,1.59620675422139,0.0481095684803002,0.00171819887429644,3.25255046904315,1.35419968304279,0.244948636445619,3.25255046904315,NA,NA,-68.45286242,-319.7057556,-308.2882505,-302.1716135,NA,NA,8.215867935,5.755515101,4.647580114,NA,NA,-269.7157052,8.820987965,-257.4592078,6.180503928,-250.8931021,4.991689795,NA,NA,NA,NA,12.25649743,7.988703616,NA,NA,9.411301554,"0,1,2",10.77072224,6.438990439,NA,NA,5.596138043,"ETAT","ETAT-3","ETAT3_KilledCntrl_t0_R1","Control-Kill",20.6,"Spiked",0,"2/28/23 16:28","2/28/23 16:28",0,23846.51292,700,NA,13.2785,98.4680401479133,-307.184549907859,3.31045059659405,0.000105951404618099,1.27943243113555e-06,105.951404618099,1.27943243113555,0.000107729415224813,8.96285888212176e-07,107.729415224813,0.896285888212176,0.000108681936434068,7.23749735861067e-07,108.681936434068,0.723749735861068,NA,NA,NA,NA,NA,NA,NA,NA,0.00010790129056145,5.15524515395571e-07,107.90129056145,0.515524515395571,0.00385517297504364,0.00010819294603306,3855.17297504364,108.19294603306
"18","E14","E14_IPL","IPL",0.0520094118743885,0.0817635385194558,0.25215167307532,0.264632229078433,0.329277142157978,0.000113688468845159,0.0173690966583767,0.00258892710786931,8.62710499025254e-05,8.02200943190844e-06,1158.48493506925,1.15848493506925,0.000602521201382906,0.000947218276127435,0.00292113914610263,0.00306572450721158,0.00381462608652671,1.31706378448205e-06,0.000201218368144909,2.99923305245898e-05,9.99437116446828e-07,9.29337707584932e-08,2.80057401377656,0.0969646315186646,24.2944785276074,36.441717791411,39.2638036809816,0,0,0.183567928730512,0.275351893095768,0.296675440372545,0,0,0.755595262198826,1.14969325153374,0.0632429597990229,0.755595262198826,NA,NA,-68.45286242,-310.8760483,-305.6629677,-300.5490539,NA,NA,15.36678833,8.696519072,6.991268248,NA,NA,-260.2371647,16.49675034,-254.6410114,9.336936681,-249.151312,7.506738601,NA,NA,NA,NA,5.596153296,5.5163129,NA,NA,5.542926365,"0,1,2",18.95576847,10.86304984,NA,NA,9.611015473,"ETAT","ETAT-3","ETAT3_KilledCntrl_tf_R1","Control-Kill",20.3,"Spiked",3,"2/28/23 16:28","3/14/23 16:14",14,22545.94059,700,35,11.9475,100,-304.921541372147,5.61392923875184,0.000107326426518541,2.39301719960448e-06,107.326426518541,2.39301719960448,0.000108138241007188,1.3542768649016e-06,108.138241007188,1.3542768649016,0.000108934611322152,1.08872270437477e-06,108.934611322152,1.08872270437477,NA,NA,NA,NA,NA,NA,NA,NA,0.000108253700583437,8.74236308857145e-07,108.253700583437,0.874236308857145,0.00365411418513182,0.000108236625099617,3654.11418513182,108.236625099617
"19","E15","E15_IPL","IPL",0.0622197363791579,0.0962024198507386,0.263301573471804,0.272981476405967,0.282381719459997,0.000257699141964,0.0187228540323729,0.00372288389086358,0.000208133878460859,1.50348867432968e-06,1550.08222935507,1.55008222935507,0.000964457076764897,0.00149121661431585,0.00408139089999872,0.00423143735519999,0.00437714885229669,3.99454860478445e-06,0.000290219633183902,5.7707761611799e-05,3.22624626328925e-06,2.33053107611505e-08,2.68972820898576,0.116091897167139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ETAT","ETAT-3","ETAT3_LiveCntrl_t0_R1","Control-Live",20.6,"NatAbundance",0,"2/28/23 16:28","2/28/23 16:28",0,-67.01960967,0.5,35,13.3522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000145299910465793,7.78573697301534e-08,145.299910465793,0.0778573697301534
"20","E16","E16_IPL","IPL",0.0548739026067045,0.0861716162809278,0.250455434852611,0.268388994256674,0.332999489747542,0,0.00660058849916916,0.000465120843246274,2.6197913177985e-05,1.86549999465748e-05,471.002353680248,0.471002353680248,0.000258457372833785,0.000405870340887481,0.0011796509930759,0.00126411847996768,0.00156843543445414,0,3.10889271878345e-05,2.19073011914737e-06,1.23392787683417e-07,8.78654888274162e-08,2.76037372069348,0.035214076115873,15.0197628458498,32.4110671936759,49.3083003952569,2.17391304347826,1.08695652173913,0.111629190056135,0.24088404170008,0.366466880513232,0.0161568564554932,0.00807842822774659,0.743215396952686,1.41897233201581,0.0555658445319532,0.743215396952686,NA,NA,-68.45286242,-320.7654678,-300.5564923,-306.9864933,NA,NA,15.36678833,6.614516351,5.540091261,NA,NA,-270.8532882,16.49672856,-249.1592969,7.102400387,-256.0617937,5.949338083,NA,NA,NA,NA,21.69399129,0.246625278,NA,NA,7.395747283,"0,1,2",17.96068329,9.916846671,NA,NA,8.919152525,"ETAT","ETAT-3","ETAT3_LiveCntrl_tf_R1","Control-Live",20.4,"NatAbundance",3,"2/28/23 16:28","3/14/23 16:14",14,-67.08086142,0.5,33,13.3754,96.7391304347826,-306.971543142697,4.31013654476857,0.000105786378793579,2.3930245711227e-06,105.786378793579,2.3930245711227,0.000108933452969377,1.03005261578073e-06,108.933452969377,1.03005261578073,0.00010793213320074,8.6273835027693e-07,107.93213320074,0.86273835027693,NA,NA,NA,NA,NA,NA,NA,NA,0.000107934461334594,6.71201953109063e-07,107.934461334594,0.671201953109063,0.000145290372665409,7.78573712155454e-08,145.290372665409,0.0778573712155454
"21","B01","B01_CL","CL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.9205599662364,0,52.682375237898,3.39706479586555,0,34.2772455211726,0,41.1152934310532,2.65119625407166,0,78.0437352062975,1.15555944863393,7.54614445730091,101.474749481815,23.0904874317689,76.9095125682311,-138.605303,-405.7742759,-399.801991,-375.3885172,NA,NA,7.500531498,4.743425093,4.447637448,NA,NA,-310.1585996,8.708900047,-303.2253262,5.509056058,-274.883529,5.166042012,NA,NA,NA,NA,6.933273402,22.98966626,NA,NA,17.63753531,"0,1,2",10.3050783,6.316063228,NA,NA,5.434102783,"YNP","Beryl","Beryl_Exp_t0_R1","Experimental",20.8,"Spiked",0,"11/15/23 17:20","11/15/23 17:20",0,22143.2786,700,NA,10.3422,96.6029352041344,-389.203413551574,4.1847400417982,9.25480328546707e-05,1.16806655158764e-06,92.5480328546707,1.16806655158764,9.34781029092139e-05,7.38697768986562e-07,93.4781029092139,0.738697768986562,9.7280020237901e-05,6.92629231262773e-07,97.280020237901,0.692629231262773,NA,NA,NA,NA,NA,NA,NA,NA,9.51286259887802e-05,6.51691102257641e-07,95.1286259887802,0.651691102257641,0.00359184918729275,0.00010825015366215,3591.84918729275,108.25015366215
"22","B02","B02_CL","CL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.6766235648379,30.5204425049516,35.6338867329029,2.16904719730761,0,25.9996531967095,25.0506787415211,29.2477099148506,1.78031837205946,0,82.0783602251407,1.0829535756268,6.98842563369128,93.3778979389121,12.1008696524348,87.8991303475652,-138.605303,-423.6278715,-411.4280929,-385.5107834,NA,NA,11.12263691,6.614516351,5.540091261,NA,NA,-330.8849817,12.91329279,-316.722161,7.680483606,-286.6345489,6.433668671,NA,NA,NA,NA,14.16282063,26.10641425,NA,NA,22.12521638,"0,1,2",15.02474489,8.782470385,NA,NA,7.704761179,"YNP","Beryl","Beryl_Exp_t0_R2","Experimental",21.3,"Spiked",0,"11/15/23 17:20","11/15/23 17:20",0,22485.96845,700,32,11.7449,97.8309528026924,-405.938146605178,4.6152154424439,8.97676637782661e-05,1.73215090094298e-06,89.7676637782661,1.73215090094298,9.16675565386266e-05,1.03008818952657e-06,91.6675565386266,1.03008818952657,9.57036803065393e-05,8.62759452594125e-07,95.7036803065393,0.862759452594125,NA,NA,NA,NA,NA,NA,NA,NA,9.25225130772469e-05,7.1873294089898e-07,92.5225130772469,0.71873294089898,0.00364484098163408,0.000108238639871667,3644.84098163408,108.238639871667
"23","B04","B04_CL","CL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.5958471583003,31.5851439580435,35.0315744407578,1.78743444289843,0,2.63026416833322,2.62937315743609,2.91627866631254,0.148798819821019,0,8.32471481190287,1.07010596168254,0.736322490394565,68.8985699753582,87.9174345492508,12.0825654507492,-138.605303,-426.1221414,-414.876437,-386.6085728,-425.6902016,-416.2291648,8.215867935,5.755515101,4.962949829,16.58711145,16.06209504,-333.7805996,9.539121101,-320.7253712,6.683484677,-287.9089814,5.763899943,-333.2791572,19.25673269,-322.2957638,18.64727862,13.05522835,27.87609944,-17.15997375,-0.965563278,1.346525285,"0,1,2,3,4",11.64748036,7.108250205,11.93199063,10.98462589,5.95794963,"YNP","Beryl","Beryl_Exp_t1_R1","Experimental",20.6,"Spiked",1,"11/15/23 17:20","11/18/23 14:35",3,21511.15419,700,39,11.3058,98.2125655571016,-408.411375956212,3.68047850905213,8.93792258954315e-05,1.27947484194628e-06,89.3792258954315,1.27947484194628,9.11305406405549e-05,8.96315646339075e-07,91.1305406405549,0.896315646339075,9.5532721327865e-05,7.72881373279531e-07,95.532721327865,0.772881373279531,8.9446492808012e-05,2.58314631068806e-06,89.446492808012,2.58314631068806,9.0919878114865e-05,2.50137701160452e-06,90.9198781148649,2.50137701160452,9.21373540068041e-05,5.73165698029206e-07,92.1373540068041,0.573165698029206,0.00349408593253199,0.000108271396777264,3494.08593253199,108.271396777264
"24","B05","B05_CL","CL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,94.7774286592195,2.79713348333317,2.42543785744729,0,0,53.8024059965593,1.58785180634062,1.37685094617842,56.7671087490784,2.07648009198228,4.9495264490181,93.4371613806573,39.245683505075,60.754316494925,-138.605303,-423.253718,-412.7892411,-390.8359303,NA,NA,11.12263691,8.696519072,6.991268248,NA,NA,-330.4506238,12.913294,-318.3023289,10.09709924,-292.8165546,8.117879982,NA,NA,NA,NA,12.14829493,22.15140444,NA,NA,18.8170346,"0,1,2",16.3922108,10.00630459,NA,NA,8.623025383,"YNP","Beryl","Beryl_Exp_t1_R2","Experimental",20.1,"Spiked",1,"11/15/23 17:20","11/18/23 14:35",3,22315.49636,700,37,11.4692,94.7774286592195,-390.8359303,6.991268248,8.98259314615137e-05,1.73215069906802e-06,89.8259314615137,1.73215069906802,9.14555829176014e-05,1.35432205604124e-06,91.4555829176014,1.35432205604124,9.48743934918718e-05,1.08875332328225e-06,94.8743934918718,1.08875332328225,NA,NA,NA,NA,NA,NA,NA,NA,9.48743934918718e-05,1.08875332328225e-06,94.8743934918718,1.08875332328225,0.00361848075973834,0.000108244367211525,3618.48075973834,108.244367211525
"25","E01","E01_CL","CL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.8651873560812,32.6669457818715,44.3793175633243,1.08854929872305,0,1.30819625273523,1.95446649343545,2.65521881838074,0.0651280087527352,0,5.98300957330416,1.24691228804689,0.596368722668968,8.08901762807661,26.0353994960104,73.9646005039896,-68.45286242,-309.7688874,-294.3609414,-291.0307217,NA,NA,9.286442154,8.696519072,4.962949829,NA,NA,-259.0486463,9.970106817,-242.5084785,9.336981688,-238.9335443,5.330147306,NA,NA,NA,NA,16.54016781,6.81624262,NA,NA,10.05755101,"0,1,2",13.65951159,7.800692238,NA,NA,6.91203021,"ETAT","ETAT-3","ETAT3_Exp_t0_R1","Experimental",20.2,"Spiked",0,"2/28/23 16:28","2/28/23 16:28",0,22096.89688,700,NA,10.0324,98.911450701277,-296.272800412275,4.17395474192899,0.000107498840855401,1.44614526188616e-06,107.498840855401,1.44614526188616,0.00010989826081235,1.35427209728203e-06,109.89826081235,1.35427209728203,0.000110416861558353,7.72858363903138e-07,110.416861558353,0.772858363903138,NA,NA,NA,NA,NA,NA,NA,NA,0.000109600535013812,6.49992688083021e-07,109.600535013812,0.649992688083021,0.00358467652377897,0.000108251712149446,3584.67652377898,108.251712149446
"26","E02","E02_CL","CL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.8115551059405,32.4846849884786,45.5291406732985,1.02849435171135,0.146124880571011,1.92092862807296,2.99837090744307,4.20238801404781,0.0949311204259658,0.0134874815905744,9.23010615158038,1.27212948912494,0.812681037506197,9.72682238721256,5.10666501205158,94.8933349879484,-68.45286242,-318.3456494,-304.6387671,-297.6751212,NA,NA,9.286442154,5.336877881,4.962949829,NA,NA,-268.2556544,9.970075473,-253.5415495,5.731288702,-246.0661942,5.330100581,NA,NA,NA,NA,14.71410491,9.285042726,NA,NA,11.09473012,"0,1,2",11.50000327,6.875136718,NA,NA,5.975134538,"ETAT","ETAT-3","ETAT3_Exp_t0_R2","Experimental",20.1,"Spiked",0,"2/28/23 16:28","2/28/23 16:28",0,24260.20122,700,35,11.3576,98.8253807677176,-304.317116151467,3.48278278116807,0.000106163209825683,1.44614912533703e-06,106.163209825683,1.44614912533703,0.000108297735966592,8.31092058721519e-07,108.297735966592,0.831092058721519,0.000109382157356699,7.72859963440175e-07,109.382157356699,0.772859963440174,NA,NA,NA,NA,NA,NA,NA,NA,0.000108347825464904,5.42360699686395e-07,108.347825464904,0.542360699686395,0.0039191090938704,0.000108179058062409,3919.1090938704,108.179058062409
"27","E04","E04_CL","CL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.2269135926727,34.2509184238337,43.4754164360123,0.900810225957426,0.145941321523829,2.26373909985935,3.6526809657759,4.63642533989686,0.0960666901078293,0.0155638771683075,10.6644759728082,1.24487947259826,0.927063586978593,11.6445641518442,8.41670127156059,91.5832987284394,-68.45286242,-323.3543467,-307.8215144,-301.0333553,NA,NA,9.286442154,5.336877881,4.962949829,NA,NA,-273.6324057,9.97005735,-256.9581745,5.731268238,-249.6712013,5.330077133,NA,NA,NA,NA,16.67423113,9.63378771,NA,NA,11.98060219,"0,1,2",11.49997736,6.875116793,NA,NA,5.975118807,"ETAT","ETAT-3","ETAT3_Exp_t1_R1","Experimental",20.9,"Spiked",1,"2/28/23 16:28","3/3/23 16:14",3,23896.35425,700,34,11.5035,98.9532484525187,-308.171134507639,3.48357405784657,0.000105383220164446,1.44615138154017e-06,105.383220164446,1.44615138154017,0.000107802098371708,8.31092882651891e-07,107.802098371708,0.831092882651892,0.000108859192964422,7.72860771885297e-07,108.859192964422,0.772860771885297,NA,NA,NA,NA,NA,NA,NA,NA,0.000107747653281265,5.42484573473984e-07,107.747653281265,0.542484573473984,0.00386287645879401,0.000108191272663172,3862.87645879401,108.191272663172
